Bronx Rolling Sales File.  All Sales From May 2016 - April 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 5/1/2017  Co-op Sales Files as of 5/5/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5045,68, ,B3, 771 WHITEHALL PLACE                       ,            ,10466,2,0,2,"2,900","2,016",1910, 1 , B3 ," $525,000 ",6/29/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5047,42, ,B3, 4365 BYRON AVENUE                         ,            ,10466,2,0,2,"4,876","2,556",1930, 1 , B3 ," $300,000 ",6/22/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5049,21, ,B2, 1717 PITMAN AVENUE                        ,            ,10466,2,0,2,"2,000","1,600",2012, 1 , B2 ," $507,000 ",5/31/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5049,61, ,B1, 4327B BOYD AVENUE                         ,            ,10466,2,0,2,"1,994","1,360",2013, 1 , B1 ,                        -   ,10/19/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5049,62, ,B1, 4327A BOYD AVENUE                         ,            ,10466,2,0,2,"2,499","1,360",2013, 1 , B1 ,                        -   ,10/19/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5049,74, ,B1, 4313 BOYD AVENUE                          ,            ,10466,2,0,2,"4,621","3,120",1915, 1 , B1 ,                        -   ,7/16/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5050,14, ,B3, 4328 BOYD AVENUE                          ,            ,10466,2,0,2,"2,281","1,996",1925, 1 , B3 ," $400,000 ",6/13/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5051,1, ,B1, 1775 PITMAN AVENUE                        ,            ,10466,2,0,2,"1,800","1,620",1965, 1 , B1 ," $405,000 ",2/10/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5051,40, ,B1, 4372 GUNTHER AVENUE                       ,            ,10466,2,0,2,"2,438","3,443",2014, 1 , B1 ," $687,318 ",5/13/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5051,41, ,B2, 4374 GUNTHER AVENUE                       ,            ,10466,2,0,2,"2,438","3,443",2015, 1 , B2 ," $672,210 ",5/27/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5052,17, ,B2, 4326 WICKHAM AVENUE                       ,            ,10466,2,0,2,"1,892","1,980",1925, 1 , B2 ,                        -   ,10/24/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5052,32, ,B2, 4360 WICKHAM AVENUE                       ,            ,10466,2,0,2,"2,435","2,976",1925, 1 , B2 ,                        -   ,5/3/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5052,52, ,B1, 1818 NEREID AVENUE                        ,            ,10466,2,0,2,"2,288","2,530",1965, 1 , B1 ," $540,000 ",12/29/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5052,100, ,B3, 1809 PITMAN AVENUE                        ,            ,10466,2,0,2,"2,700","1,264",1925, 1 , B3 ," $310,000 ",7/8/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5055,3, ,B3, 4304 GRACE AVENUE                         ,            ,10466,2,0,2,"1,754","1,152",1935, 1 , B3 ," $359,970 ",9/22/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5055,36, ,B3, 1926 NEREID AVE                           ,            ,10466,2,0,2,"2,250","1,264",1935, 1 , B3 ," $335,000 ",10/11/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5055,54, ,B3, 4353 EDSON AVENUE                         ,            ,10466,2,0,2,"2,923","1,440",1935, 1 , B3 ," $360,000 ",8/10/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5056,32, ,B2, 4366 EDSON                                ,            ,10466,2,0,2,"2,317","2,862",1925, 1 , B2 ,                        -   ,9/14/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5056,42, ,B1, 1968 NEREID AVENUE                        ,            ,10466,2,0,2,"1,710","1,843",1965, 1 , B1 ," $536,000 ",5/19/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5056,61, ,B1, 4339 BAYCHESTER AVENUE                    ,            ,10466,2,0,2,"2,185","2,820",1965, 1 , B1 ,                        -   ,5/25/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5057,10, ,B1, 4334 BAYCHESTER AVE                       ,            ,10466,2,0,2,"3,125","3,549",2000, 1 , B1 ,                        -   ,9/22/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5057,11, ,B1, 4336 BAYCHESTER AVE                       ,            ,10466,2,0,2,"3,125","3,549",2000, 1 , B1 ,                        -   ,9/22/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5057,41, ,B3, 4381 DE REIMER AVENUE                     ,            ,10466,2,0,2,"2,045","1,484",1930, 1 , B3 ," $243,000 ",1/31/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5066,6, ,B2, 4412 BRONX BLVD                           ,            ,10470,2,0,2,"2,092","3,294",1920, 1 , B2 ," $599,000 ",11/4/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5067,16, ,B3, 4432 CARPENTER AVENUE                     ,            ,10470,2,0,2,"2,500","1,721",1920, 1 , B3 ," $345,000 ",1/23/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5070,38, ,B1, 4437 FURMAN AVENUE                        ,            ,10466,2,0,2,"2,280","2,056",1925, 1 , B1 ,                        -   ,8/12/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5071,21, ,B2, 4442 FURMAN AVENUE                        ,            ,10466,2,0,2,"2,375","1,462",1925, 1 , B2 ,                        -   ,5/23/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5071,27, ,B1, 728 EAST 239 STREET                       ,            ,10466,2,0,2,"2,431","2,048",1901, 1 , B1 ," $405,600 ",10/18/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5071,41, ,B3, 4445 BYRON AVENUE                         ,            ,10466,2,0,2,"1,656","1,636",1940, 1 , B3 ," $540,000 ",7/29/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5072,22, ,B1, 4446 BYRON AVENUE                         ,            ,10466,2,0,2,"2,099","1,862",1960, 1 , B1 ," $540,000 ",3/29/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5072,31, ,B2, 4462 BYRON AVENUE                         ,            ,10466,2,0,2,"1,660","2,960",1960, 1 , B2 ,                        -   ,2/9/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5075,47, ,B1, 4568 BRONX BOULEVARD                      ,            ,10470,2,0,2,"3,800","1,846",1901, 1 , B1 ," $450,000 ",7/1/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5075,50, ,B1, 4572 BRONX BOULEVARD                      ,            ,10470,2,0,2,"2,090","1,522",1950, 1 , B1 ," $452,500 ",3/20/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5075,50, ,B1, 4572 BRONX BOULEVARD                      ,            ,10470,2,0,2,"2,090","1,522",1950, 1 , B1 ," $287,500 ",5/12/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5076,5, ,B1, 639 EAST 239 STREET                       ,            ,10470,2,0,2,"1,800","1,912",1960, 1 , B1 ,                        -   ,10/6/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5081,32, ,B1, 4538 RICHARDSON AVENUE                    ,            ,10470,2,0,2,"5,001","3,571",2000, 1 , B1 ,                        -   ,12/30/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5087,28, ,B1, 4600 GARDEN PLACE                         ,            ,10470,2,0,2,"2,755","1,680",1905, 1 , B1 ,                        -   ,3/3/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5094,19, ,B2, 4430 EDSON AVENUE                         ,            ,10466,2,0,2,"2,185","2,160",1930, 1 , B2 ," $440,000 ",9/30/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5095,9, ,B1, 4422 BAYCHESTER AVENUE                    ,            ,10466,2,0,2,"2,467","3,066",1950, 1 , B1 ," $500,000 ",2/21/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5095,71, ,B2, 2011 NEREID AVENUE                        ,            ,10466,2,0,2,"3,200","2,336",1930, 1 , B2 ," $438,000 ",11/8/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5096,6, ,B2, 2055 NEREID AVENUE                        ,            ,10466,2,0,2,"3,754","2,770",1930, 1 , B2 ,                        -   ,5/3/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5098,21, ,B3, 4436 HILL AVENUE                          ,            ,10466,2,0,2,"3,090","1,059",1920, 1 , B3 ,                        -   ,8/10/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5098,27, ,B3, 4450 HILL AVENUE                          ,            ,10466,2,0,2,"3,649","1,887",1910, 1 , B3 ,                        -   ,9/6/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5099,20, ,B1, 4438 MONTICELLO AVENUE                    ,            ,10466,2,0,2,"2,517","2,046",2003, 1 , B1 ," $565,000 ",5/6/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5103,50, ,B2, 606 EAST 242 STREET                       ,            ,10470,2,0,2,"3,325","2,986",2005, 1 , B2 ," $80,000 ",11/4/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5106,80, ,B1, 4729 RICHARDSON AVENUE                    ,            ,10470,2,0,2,"2,500","2,232",1925, 1 , B1 ," $572,000 ",5/31/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5107,61, ,B2, 4716 RICHARDSON AVENUE                    ,            ,10470,2,0,2,"5,000","1,745",1915, 1 , B2 ," $370,000 ",5/19/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5108,14, ,B3, 4810 ROBERTSON STREET                     ,            ,10470,2,0,2,"3,325","1,789",1925, 1 , B3 ,                        -   ,9/10/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5108,18, ,B1, 4816 ROBERTSON STREET                     ,            ,10470,2,0,2,"1,942","1,728",1960, 1 , B1 ," $483,600 ",6/10/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5110,24, ,B1, 659 EAST 243 STREET                       ,            ,10470,2,0,2,"2,660","2,142",1930, 1 , B1 ," $410,000 ",8/10/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5112,40, ,B1, 730 ST OUEN STREET                        ,            ,10470,2,0,2,"1,995","2,824",1965, 1 , B1 ," $503,000 ",2/14/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5113,18, ,B1, 711 ST OUEN STREET                        ,            ,10470,2,0,2,"2,195","1,720",1960, 1 , B1 ," $405,000 ",5/23/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5115,13, ,B2, 727 EAST 242 STREET                       ,            ,10470,2,0,2,"2,500","1,980",1920, 1 , B2 ," $545,000 ",1/20/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5115,41, ,B2, 720 EAST 243 STREET                       ,            ,10470,2,0,2,"3,555","2,484",1920, 1 , B2 ," $665,000 ",10/6/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5119,29, ,B9, 4810 MURDOCK AVENUE                       ,            ,10470,2,0,2,"5,655","3,507",1925, 1 , B9 ," $250,000 ",7/14/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5119,88, ,B3, 4820 BARNES AVE                           ,            ,10470,2,0,2,"11,440","3,892",1925, 1 , B3 ," $700,000 ",5/19/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5119,106, ,B3, 4811 WILDER AVENUE                        ,            ,10470,2,0,2,"2,500","1,296",1925, 1 , B3 ," $380,000 ",3/7/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5120,8, ,B3, 921 EAST 241ST STREET                     ,            ,10466,2,0,2,"4,000","1,695",1930, 1 , B3 ," $450,000 ",8/18/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5121,1, ,B1, 4601 MURDOCK AVE                          ,            ,10466,2,0,2,"4,155","3,060",1930, 1 , B1 ," $540,000 ",10/14/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5123,10, ,B3, 4526 HILL AVENUE                          ,            ,10466,2,0,2,"2,625","1,408",1920, 1 , B3 ," $319,410 ",11/7/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5123,10, ,B3, 4526 HILL AVENUE                          ,            ,10466,2,0,2,"2,625","1,408",1920, 1 , B3 , $500 ,7/6/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5123,20, ,B1, 916 CRANFORD AVENUE                       ,            ,10466,2,0,2,"2,500","2,106",2006, 1 , B1 ," $545,000 ",6/24/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5124,11, ,B2, 4524 MONTICELLO                           ,            ,10466,2,0,2,"2,118","1,532",1920, 1 , B2 ," $453,625 ",9/27/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5124,25, ,B2, 4525 SETON AVENUE                         ,            ,10466,2,0,2,"2,625","1,280",1920, 1 , B2 ," $200,000 ",6/27/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5124,34, ,B2, 1011 EAST 241 STREET                      ,            ,10466,2,0,2,"3,500","1,478",1920, 1 , B2 ," $499,000 ",9/20/2016
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5125,7, ,B3, 4516 SETON AVENUE                         ,            ,10466,2,0,2,"2,500","1,773",1920, 1 , B3 ," $569,000 ",4/10/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5125,21, ,B2, 966 CRANFORD AVENUE                       ,            ,10466,2,0,2,"2,500","2,240",1920, 1 , B2 ," $435,000 ",4/17/2017
2,WAKEFIELD                ,02  TWO FAMILY DWELLINGS                    ,1,5127,16, ,B1, 909 CRANFORD                              ,            ,10466,2,0,2,"2,500","1,974",1960, 1 , B1 ," $260,000 ",2/13/2017
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,4995,120, ,C0, 661 EAST 234TH                            ,            ,10466,3,0,3,"2,175","3,420",2006, 1 , C0 ," $425,000 ",3/16/2017
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,4995,120, ,C0, 661 EAST 234TH STREET                     ,            ,10466,3,0,3,"2,175","3,420",2006, 1 , C0 ," $433,859 ",6/6/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5005,51, ,C0, 4210 BRONXWOOD                            ,            ,10466,3,0,3,"2,560","2,692",1930, 1 , C0 ," $615,000 ",1/13/2017
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5005,51, ,C0, 4210 BRONXWOOD AVENUE                     ,            ,10466,3,0,3,"2,560","2,692",1930, 1 , C0 ," $310,000 ",6/1/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5016,62, ,C0, 4120 EDSON AVENUE                         ,            ,10466,3,0,3,"2,500","3,300",1960, 1 , C0 ,                        -   ,7/25/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5022,81, ,C0, 4111 MURDOCK AVENUE                       ,            ,10466,3,0,3,"5,000","3,261",1920, 1 , C0 ," $500,000 ",7/28/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5028,34, ,C0, 4110 MONTICELLO AVENUE                    ,            ,10466,3,0,3,"2,375","3,100",1935, 1 , C0 ," $250,000 ",1/17/2017
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5030,38, ,C0, 4228 HILL AVENUE                          ,            ,10466,3,0,3,"7,125","2,124",1935, 1 , C0 ,                        -   ,11/22/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5067,47, ,C0, 4449 MATILDA AVENUE                       ,            ,10470,3,0,3,"5,002","4,074",1920, 1 , C0 ,                        -   ,12/22/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5068,18, ,C0, 4434 MATILDA AVENUE                       ,            ,10470,3,0,3,"2,500","3,120",1899, 1 , C0 ," $403,750 ",11/4/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5074,1, ,C0, 4501 BRONX BLVD                           ,            ,10470,3,0,3,"2,220","3,176",1993, 1 , C0 ," $519,000 ",10/7/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5076,47, ,C0, 4576 CARPENTER AVENUE                     ,            ,10470,3,0,3,"2,001","2,000",1993, 1 , C0 ,                        -   ,7/13/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5077,15, ,C0, 4625 BRONX BOULEVARD                      ,            ,10470,3,0,3,"2,803","2,860",1964, 1 , C0 ,                        -   ,12/10/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5082,17, ,C0, 4626 MATILDA AVENUE                       ,            ,10470,3,0,3,"2,500","2,760",1915, 1 , C0 ," $545,000 ",5/6/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5087,12, ,C0, 4629 FURMAN AVENUE                        ,            ,10470,3,0,3,"2,310","3,135",1920, 1 , C0 ," $650,000 ",3/15/2017
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5087,12, ,C0, 4629 FURMAN AVENUE                        ,            ,10470,3,0,3,"2,310","3,135",1920, 1 , C0 ," $350,000 ",10/26/2016
2,WAKEFIELD                ,03  THREE FAMILY DWELLINGS                  ,1,5096,1, ,C0, 2067 NEREID AVENUE                        ,            ,10466,3,0,3,"3,751","2,876",1930, 1 , C0 ," $575,000 ",2/3/2017
2,WAKEFIELD                ,05  TAX CLASS 1 VACANT LAND                 ,1B,5017,7, ,V0, 4220 ELY AVENUE                           ,            ,10466,0,0,0,"2,375",                  -  ,0, 1 , V0 ,                        -   ,8/13/2016
2,WAKEFIELD                ,05  TAX CLASS 1 VACANT LAND                 ,1,5020,77, ,B1, 4137 DEREIMER AVE                         ,            ,10466,2,0,2,"2,375","3,174",2015, 1 , V0 ," $190,000 ",6/2/2016
2,WAKEFIELD                ,05  TAX CLASS 1 VACANT LAND                 ,1B,5027,69, ,V0, 4164 HILL AVENUE                          ,            ,10466,0,0,0,"2,375",                  -  ,0, 1 , V0 ,                        -   ,10/18/2016
2,WAKEFIELD                ,05  TAX CLASS 1 VACANT LAND                 ,1B,5098,20, ,V0, 4432 HILL AVENUE                          ,            ,10466,0,0,0,"2,477",                  -  ,0, 1 , V0 ," $360,000 ",8/10/2016
2,WAKEFIELD                ,05  TAX CLASS 1 VACANT LAND                 ,1B,5121,23, ,V0, 4631 MURDOCK AVENUE                       ,            ,10466,0,0,0,"2,904",                  -  ,0, 1 , V0 ," $140,000 ",1/26/2017
2,WAKEFIELD                ,06  TAX CLASS 1 - OTHER                     ,1,5071,20, ,G0, 4440 FURMAN AVENUE                        ,            ,10466,0,0,0,"2,435",                  -  ,1950, 1 , G0 ," $280,000 ",5/23/2016
2,WAKEFIELD                ,06  TAX CLASS 1 - OTHER                     ,1,5082,18, ,G0, 4628 MATILDA AVENUE                       ,            ,10470,0,0,0,"2,500",                  -  ,1930, 1 , G0 ,                        -   ,5/6/2016
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2,4994,80, ,C1, 686 EAST 234 STREET                       ,            ,10466,64,0,64,"14,250","46,530",1926, 2 , C1 ," $9,150,000 ",5/3/2016
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2A,5048,8, ,C2, 4381 BARNES AVENUE                        ,            ,10466,6,0,6,"5,000","3,264",1931, 2 , C2 ," $726,000 ",12/29/2016
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2,5067,40, ,C1, 4459 MATILDA AVENUE                       ,            ,10470,22,0,22,"5,000","16,200",1928, 2 , C1 ," $220,000 ",11/4/2016
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2A,5075,76, ,C3, 4547 CARPENTER AVENUE                     ,            ,10470,4,0,4,"2,500","3,200",1925, 2 , C3 ," $400,000 ",11/15/2016
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2A,5079,62, ,C2, 4619 MATILDA AVENUE                       ,            ,10470,6,0,6,"2,500","3,040",1929, 2 , C2 ," $610,000 ",8/3/2016
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2,5103,52, ,C1, 4765 CARPENTER AVENUE                     ,            ,10470,27,0,27,"5,600","22,500",1931, 2 , C1 ," $4,305,000 ",3/29/2017
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2A,5118,92, ,C2, 819 PENFIELD STREET                       ,            ,10470,5,0,5,"2,500","3,460",1931, 2 , C2 ," $445,500 ",3/3/2017
2,WAKEFIELD                ,07  RENTALS - WALKUP APARTMENTS             ,2B,5119,41, ,C1, 851 EAST 242 STREET                       ,            ,10470,7,0,7,"2,500","4,158",1931, 2 , C1 ," $635,000 ",8/5/2016
2,WAKEFIELD                ,14  RENTALS - 4-10 UNIT                     ,2A,5000,46, ,S5, 803 EAST 233 STREET                       ,            ,10466,5,1,6,"2,850","5,160",1930, 2 , S5 ,                        -   ,10/28/2016
2,WAKEFIELD                ,14  RENTALS - 4-10 UNIT                     ,2A,5107,24, ,S9, 4735 WHITE PLAINS ROAD                    ,            ,10470,4,2,6,"3,680","3,136",1931, 2 , S9 ," $250,000 ",6/16/2016
2,WAKEFIELD                ,21  OFFICE BUILDINGS                        ,4,4998,56, ,O2, 4224 WHITE PLAINS ROAD                    ,            ,10466,0,2,2,"1,852","3,580",1925, 4 , O2 ,                        -   ,9/6/2016
2,WAKEFIELD                ,22  STORE BUILDINGS                         ,4,5081,80, ,K4, 4545 WHITE PLAINS ROAD                    ,            ,10470,1,2,2,"3,388","2,160",1925, 4 , K4 ," $290,000 ",10/21/2016
2,WAKEFIELD                ,22  STORE BUILDINGS                         ,4,5087,40, ,K1, 4600 WHITE PLAINS ROAD                    ,            ,10470,0,1,1,"15,387","1,848",1992, 4 , K1 ," $1,725,000 ",3/7/2017
2,WAKEFIELD                ,22  STORE BUILDINGS                         ,4,5107,36, ,K1, 4711 WHITE PLAINS ROAD                    ,            ,10470,0,2,2,"3,091","2,508",1937, 4 , K1 ," $1,100,000 ",1/20/2017
2,WAKEFIELD                ,22  STORE BUILDINGS                         ,4,5112,26, ,K1, 4706-10 WHITE PLAINS ROAD                 ,            ,10470,0,3,3,"5,150","2,750",1930, 4 , K1 ," $1,050,000 ",5/13/2016
2,WAKEFIELD                ,27  FACTORIES                               ,4,5084,4, ,F5, 709 EAST 239 STREET                       ,            ,10466,0,1,1,"2,290","2,275",1984, 4 , F5 ," $399,999 ",4/6/2017
2,WAKEFIELD                ,27  FACTORIES                               ,4,5130,103, ,F1, 4875 BALDWIN STREET                       ,            ,10470,0,1,1,"23,349","20,500",1925, 4 , F1 ,                        -   ,10/18/2016
2,WAKEFIELD                ,27  FACTORIES                               ,4,5130,112, ,F1, 4616 BRADLEY STREET                       ,            ,10470,0,1,1,"4,894",420,1934, 4 , F1 ,                        -   ,4/10/2017
2,WAKEFIELD                ,29  COMMERCIAL GARAGES                      ,4,5066,3, ,G2, 4400 BRONX BOULEVARD                      ,            ,10470,0,1,1,"4,057","1,325",1931, 4 , G2 ," $225,000 ",5/18/2016
2,WAKEFIELD                ,29  COMMERCIAL GARAGES                      ,4,5069,1, ,G7, 4416 RICHARDSON AVENUE                    ,            ,10470,0,0,0,"3,474",                  -  ,0, 4 , G7 ," $132,500 ",2/15/2017
2,WAKEFIELD                ,29  COMMERCIAL GARAGES                      ,4,5070,23, ,G2, 4454 WHITE PLAINS ROAD                    ,            ,10470,0,1,1,"4,568","4,479",1963, 4 , G2 ," $750,000 ",8/25/2016
2,WAKEFIELD                ,29  COMMERCIAL GARAGES                      ,4,5107,19, ,GU, 4741 WHITE PLAINS ROAD                    ,            ,10470,0,1,1,"7,179","1,025",1952, 4 , GU ," $755,000 ",8/4/2016
2,WAKEFIELD                ,30  WAREHOUSES                              ,4,5065,39, ,E9, 4465 BRONX BOULEVARD                      ,            ,10470,0,2,2,"5,500","9,608",1962, 4 , E9 ," $1,150,000 ",6/13/2016
2,WAKEFIELD                ,30  WAREHOUSES                              ,4,5084,30, ,E1, 4550 WHITE PLAINS ROAD                    ,            ,10470,0,1,1,"11,500","12,450",1927, 4 , E1 ," $1,500,000 ",10/19/2016
2,WAKEFIELD                ,30  WAREHOUSES                              ,4,5084,63, ,E1, 4541-4551 FURMAN AVENUE                   ,            ,10470,0,1,1,"24,850","24,810",1957, 4 , E1 ,                        -   ,10/29/2016
2,WAKEFIELD                ,30  WAREHOUSES                              ,4,5107,8, ,E1, 4761 WHITE PLAINS ROAD                    ,            ,10470,0,2,2,"6,375","28,300",1923, 4 , E1 ," $2,900,000 ",11/14/2016
2,WAKEFIELD                ,30  WAREHOUSES                              ,4,5107,8, ,E1, 4761 WHITE PLAINS ROAD                    ,            ,10470,0,2,2,"6,375","28,300",1923, 4 , E1 ,                        -   ,6/1/2016
2,WAKEFIELD                ,30  WAREHOUSES                              ,4,5130,110, ,E1, 4855 BALDWIN STREET                       ,            ,10470,0,1,1,"30,750","28,910",1883, 4 , E1 ," $3,000,000 ",4/10/2017
2,WAKEFIELD                ,31  COMMERCIAL VACANT LAND                  ,4,5084,138, ,V1, N/A WHITE PLAINS ROAD                     ,            ,10470,0,0,0,"3,900",                  -  ,0, 4 , V1 ,                        -   ,10/19/2016
2,WAKEFIELD                ,31  COMMERCIAL VACANT LAND                  ,4,5130,100, ,V1, 4614 BRADLEY STREET                       ,            ,0,0,0,0,"2,992",                  -  ,0, 4 , V1 ,                        -   ,10/18/2016
2,WAKEFIELD                ,31  COMMERCIAL VACANT LAND                  ,4,5130,101, ,V1, 4612 BRADLEY STREET                       ,            ,0,0,0,0,"3,936",                  -  ,0, 4 , V1 ,                        -   ,10/18/2016
